	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ERCC1	3.30646417258482e-07	0.259778140219676	0.404	0.136	0.00584880447488529
LINC01197	1.8147071441282e-09	0.259628579274186	0.331	0.045	3.21003546724838e-05
FGFR1OP2	6.11053578190559e-08	0.259380830717961	0.391	0.106	0.00108089267446128
PLSCR4	1.20932709937822e-07	0.259145365574562	0.384	0.106	0.00213917870609014
GNG11	1.64346602006264e-05	0.258571165652061	0.675	0.402	0.29071270428888
RPL5	1.81977805101123e-14	0.258569135411232	0.993	1	3.21900539443377e-10
CLIC4	2.61148161256935e-06	0.258373971056659	0.583	0.288	0.0461944982447393
NACA	3.68167815968123e-13	0.258017063530389	0.993	0.992	6.51252049666013e-09
LAMB1	1.419419948869e-05	0.257953790444605	0.576	0.265	0.251081194755438
LEPROT	3.79046237276634e-06	0.257839483747267	0.583	0.273	0.0670494889118639
RCN3	1.22199575300899e-05	0.257508130933038	0.49	0.227	0.216158828749761
ATP5PO	9.98233916053453e-08	0.257252384474628	0.384	0.106	0.00176577597410695
EPB41L4A-AS1	2.52659471793918e-07	0.257177868173579	0.377	0.106	0.00446929339656261
SEPT7	4.47769447233354e-05	0.257144406196155	0.801	0.5	0.79205937521108
OSR1	5.40105883298084e-09	0.257024190654662	0.245	0.008	9.55393296965982e-05
COX7A2L	1.81484221056514e-05	0.256094546594535	0.603	0.356	0.321027438626867
CFDP1	3.1597026242799e-06	0.255774744286369	0.49	0.22	0.0558919797208871
ANTXR1	2.3892342151345e-05	0.255577777075738	0.517	0.25	0.422631640315142
PRRX1	0.000101067630741149	0.255465814017164	0.298	0.114	1
PYURF	1.71461271886768e-06	0.255228241415914	0.603	0.273	0.0303297843840504
PLPP1	7.76252351633338e-06	0.2544195911514	0.477	0.212	0.137311278480421
TPM4	0.000766825839126151	0.253476794458972	0.808	0.553	1
SFRP1	4.00959490615264e-05	0.253357796519435	0.212	0.045	0.709257242949341
CSTB	2.90536400058153e-05	0.252978914488739	0.623	0.348	0.513929838062867
HMG20B	3.4221991747588e-06	0.25288919448873	0.411	0.152	0.0605352812023084
ZNF580	1.18431616629083e-06	0.252753779442273	0.424	0.152	0.0209493686655185
CIRBP	1.10616127790464e-06	0.2526813185501	0.881	0.72	0.0195668868448551
CBX1	8.92786295622433e-08	0.252514086849147	0.338	0.076	0.00157924967832652
PTOV1	7.81196297359063e-07	0.251971402938096	0.543	0.227	0.0138185813039845
C6orf48	1.33465875823309e-06	0.251879731440427	0.404	0.144	0.0236087787743851
CALU	2.21576311461583e-05	0.251488211559379	0.662	0.371	0.391946337344395
LGALS3	0.000157783344487423	0.251133726984086	0.728	0.424	1
SPOCK1	3.35559550197054e-06	0.250518603289479	0.199	0.023	0.059357128834357
ATOX1	2.58611810880232e-05	0.250256163195131	0.636	0.356	0.457458432266043
NT5DC2	1.08565363034911e-06	0.249908863710387	0.318	0.083	0.0192041270672455
KANK2	5.15488604911916e-06	0.249237271410979	0.536	0.242	0.0911847793228689
CD99	5.30101892200131e-07	0.248958654637494	0.894	0.811	0.00937697237112811
RPP25	3.27232679315239e-08	0.24865757952557	0.258	0.023	0.000578841886440727
PHGDH	2.99748029580586e-08	0.248151691262701	0.285	0.038	0.000530224289525099
WDR83OS	1.34412204461765e-05	0.248089197124867	0.808	0.508	0.237761748472416
METTL26	1.3593208767301e-06	0.24769941690459	0.51	0.22	0.0240450269884788
ZNF275	2.59525046574786e-08	0.247433931252767	0.258	0.023	0.00045907385488614
TRIR	1.46316878932393e-05	0.246143648154939	0.768	0.47	0.258819927143509
PSMB5	1.16745653358845e-05	0.245165651538819	0.589	0.303	0.20651138622646
PAM	2.23734024466302e-05	0.244796084136793	0.464	0.212	0.395763115878442
WASF2	8.84558978010037e-06	0.24462318797264	0.675	0.356	0.156469637620196
TANC1	8.39577941588862e-07	0.244379535237692	0.331	0.091	0.0148512942087654
ZNF22	1.2404971340982e-06	0.244333486590777	0.464	0.182	0.0219431538050631
HHIP-AS1	2.55655829833041e-08	0.244316240169588	0.258	0.023	0.000452229597391666
MALAT1	0.00114465389057126	0.243844678944209	0.993	0.97	1
COL5A1	0.000397747610227302	0.243634762580401	0.649	0.394	1
H1F0	3.55874753364145e-05	0.243257178528208	0.523	0.258	0.629506851225837
SRRM2	1.18360192115029e-05	0.24320186841835	0.656	0.348	0.209367343832276
ABI2	5.13497257328592e-06	0.243148244388796	0.417	0.167	0.0908325298488546
FHL3	5.51788475156881e-06	0.243143483206043	0.404	0.159	0.0976058633705007
PLS3	8.07507748142334e-06	0.243045706813167	0.556	0.258	0.142840045568897
PPIB	3.95974567228421e-07	0.242993565440975	0.94	0.894	0.00700439411970354
PEA15	5.18439722077655e-06	0.242306623635654	0.47	0.197	0.0917068024383164
PACS1	3.20290412739383e-07	0.242090134841371	0.298	0.061	0.00566561711094694
LMNA	2.74083317624695e-05	0.242081692227857	0.728	0.417	0.484825980546323
PRCP	4.40409872411538e-07	0.241942587103696	0.318	0.076	0.0077904102330877
RAB2A	8.41117126196769e-06	0.241936710407303	0.609	0.318	0.148785208452947
NGRN	5.63878834229584e-06	0.241613667319465	0.523	0.242	0.0997445269868712
PDGFRL	0.00131939550412897	0.24159920776582	0.159	0.045	1
NDUFA11	5.22168300676654e-05	0.241537693802874	0.662	0.409	0.923663507066933
GNAQ	9.06973995586863e-08	0.241469498492783	0.311	0.061	0.0016043463007936
TFG	4.39271246237695e-06	0.241176934752935	0.444	0.189	0.0777026907469858
GSTO1	5.05288097147003e-06	0.240161603560587	0.523	0.235	0.0893804115043334
MAP1B	9.94957885165947e-06	0.239909788501105	0.523	0.22	0.175998100307004
CD151	7.97609596926157e-05	0.239870087435981	0.728	0.402	1
RHOB	2.88171344717976e-05	0.239706929777873	0.53	0.273	0.509746291671627
TRAPPC5	7.27870820786349e-06	0.239683237979548	0.43	0.182	0.128753069488897
MCRIP1	9.18669651505943e-06	0.239655659983556	0.497	0.227	0.162503474654886
COL6A2	0.00128830551530427	0.239136094675763	0.861	0.47	1
MRAS	1.70551296628664e-07	0.238434239315209	0.278	0.045	0.00301688188606444
SMARCD3	9.40951366381021e-08	0.238321287383872	0.311	0.061	0.00166444887199139
ID2	4.04844879705257e-05	0.238277735394685	0.364	0.144	0.716130107710629
ZEB2	1.47545550783406e-05	0.237954710859545	0.576	0.295	0.260993324780766
COL6A1	0.000734866517795975	0.237566686926757	0.762	0.409	1
SH3BP5	7.77483490438904e-06	0.236941556370997	0.311	0.091	0.137529054623738
EBPL	3.9281023993151e-06	0.236698494369612	0.391	0.144	0.0694842033414848
TCEAL8	7.00661992412202e-06	0.236685151951136	0.457	0.212	0.123940099837794
MMP14	3.89438430655144e-05	0.236000645925074	0.49	0.235	0.688877639985884
PLTP	3.51854845521173e-05	0.23493228171678	0.364	0.144	0.622396036242403
GPX8	4.4409851056927e-06	0.234582612799179	0.417	0.167	0.0785565855345982
MRPS21	4.24428557487733e-05	0.234519836330654	0.695	0.432	0.75077167534005
FAAP20	2.8505301100947e-05	0.234342333065715	0.583	0.341	0.504230271174651
IGFBP5	0.00201053623623287	0.234098475392057	0.477	0.258	1
DYNLL1	0.00026162995967002	0.233977738761789	0.841	0.606	1
WASL	1.09870624888132e-05	0.233422848006067	0.444	0.197	0.194350148364617
NR2F2-AS1	1.75803942295359e-07	0.233365463233663	0.291	0.053	0.0031097959352626
EIF3H	5.46228546594296e-05	0.23312141785427	0.689	0.386	0.96622367607065
BST2	0.000403659868550104	0.23283706337586	0.656	0.402	1
BNIP3	3.02379943261072e-05	0.23283703833468	0.285	0.091	0.534879881634511
YWHAE	2.50919556350272e-05	0.232367113638874	0.722	0.432	0.443851603227996
TMEM9	4.94117866651997e-06	0.231557363384153	0.411	0.167	0.0874045094320718
NFIC	5.63708130701226e-05	0.231432961371007	0.609	0.326	0.997143312397398
CLNS1A	7.50535973138385e-06	0.231035368274884	0.43	0.182	0.132762308288449
FAM114A1	4.49229259921615e-05	0.230835005155643	0.563	0.303	0.794641637875345
TIMP3	0.00813071456616067	0.230776826022094	0.351	0.22	1
MASP1	5.40388706083145e-08	0.230570127041972	0.219	0.008	0.000955893582190475
ZBTB20	0.00029471448422178	0.230523735434531	0.543	0.333	1
PHLDA3	2.9739075920609e-06	0.230445090298417	0.358	0.114	0.0526054513959652
MTRNR2L12	4.54958794874925e-07	0.230374005339542	0.272	0.045	0.00804776612254255
RPL13A	2.42450972702355e-08	0.230258941133063	0.94	0.902	0.000428871525613195
N4BP2L2	4.33610236522719e-05	0.22969167400877	0.464	0.235	0.767013147385038
HNRNPA1	1.02984218398843e-07	0.229559016474339	0.94	0.917	0.00182168783925713
SEM1	0.000125977951724982	0.229406237590585	0.781	0.553	1
CKAP4	9.05414676480868e-06	0.229297152543593	0.358	0.129	0.160158802122701
VPS28	6.04027348912487e-05	0.2290705320292	0.656	0.394	1
RPS8	8.88221213804826e-16	0.228988005938675	1	1	1.57117450509936e-11
S100A16	5.60713118307026e-06	0.228751482546668	0.351	0.121	0.0991845434973298
RAB4A	8.0166560240359e-07	0.228542312875147	0.364	0.106	0.0141806628409171
NOTCH3	6.12058363639604e-06	0.228100650253008	0.609	0.242	0.10826700394421
VAPA	2.80710806277707e-05	0.227988638983964	0.616	0.326	0.496549345224635
P3H1	4.08759579632934e-06	0.227946997433075	0.397	0.144	0.0723054820412696
MTCH1	0.000101350769946667	0.227510310938103	0.523	0.295	1
VKORC1	6.10944240538727e-07	0.227409016244009	0.325	0.083	0.0108069926708895
SRSF9	2.63353134421853e-05	0.227295781272953	0.616	0.333	0.465845359478815
MT-ND3	2.72182567844465e-09	0.227291185880174	0.987	0.992	4.81463744260074e-05
GADD45A	6.59781342274936e-06	0.227262157677905	0.331	0.106	0.116708721635013
MRPL33	2.10026785913871e-05	0.227103793314193	0.517	0.25	0.371516381603047
MDFI	1.27983487347685e-08	0.226755462965738	0.252	0.015	0.00022638999076932
TCF21	0.000113663059463923	0.225854936899842	0.424	0.197	1
TIMM13	6.25135365582274e-05	0.22555476537951	0.543	0.326	1
PLXDC2	1.74915733016649e-05	0.225172754780806	0.371	0.136	0.309408440133151
ANGPTL4	1.65184883584682e-06	0.225041868789025	0.305	0.076	0.0292195540572944
SORBS3	1.73357793124842e-05	0.22453130955314	0.536	0.265	0.306652600258534
DCTN2	1.63971973888046e-05	0.224291211256564	0.523	0.273	0.290050024610565
RBMX	3.02591531566137e-05	0.223905754431591	0.616	0.341	0.535254160187339
EIF3I	4.99628885429136e-05	0.223830169501907	0.556	0.303	0.883793535435599
ZNF106	1.10585768440864e-05	0.223825859531066	0.404	0.167	0.195615165795044
PTPA	0.000271562555239687	0.222902854441146	0.444	0.242	1
C4orf48	0.00145415095607129	0.222558516473091	0.523	0.356	1
P4HA1	4.54468414306066e-06	0.222355626355625	0.344	0.106	0.0803909178066
NONO	4.36585637151053e-05	0.222053292154701	0.556	0.311	0.772276333556497
ITGA9	7.37897353791071e-09	0.221064178886116	0.245	0.008	0.000130526662912103
CLTA	0.00024210537787919	0.220397310418892	0.675	0.455	1
YIF1A	9.21928724842931e-05	0.220163399248767	0.49	0.273	1
XIST	1.00183189765847e-05	0.219870042565868	0.384	0.129	0.177214044376806
SEPT4	1.52262937326638e-05	0.219820815721513	0.437	0.174	0.26933790983709
GUCY1A2	5.58700543554614e-06	0.219607107912452	0.305	0.083	0.0988285391493757
SPIN1	2.28267787182144e-06	0.219542372210331	0.391	0.136	0.0403782888746495
EIF4B	0.000175407734499905	0.219421396134118	0.636	0.386	1
SLC44A1	8.70056748035601e-06	0.219345308386537	0.272	0.068	0.153904338160018
PQBP1	2.65179390708103e-05	0.219242860724078	0.364	0.144	0.469075824223563
COL8A1	1.51655408541109e-06	0.218734864658303	0.311	0.068	0.0268263252168368
GTF2H5	1.06461954380475e-05	0.218586590488447	0.377	0.144	0.188320551103623
CYTL1	1.50403319845828e-06	0.21853935953312	0.179	0.008	0.0266048432475285
SLC25A6	3.75966698017376e-07	0.218502400319159	0.868	0.894	0.00665047492122937
CTGF	0.00500687444376623	0.218439581474424	0.404	0.242	1
BOD1	1.22698523355003e-06	0.218319691422084	0.331	0.091	0.0217041417962664
SSBP2	5.00937389822977e-06	0.218275199456208	0.377	0.136	0.0886108148857864
SEC61G	0.000374120321622753	0.218022638721199	0.735	0.538	1
CTBP2	6.39232571231967e-06	0.2177907363083	0.331	0.106	0.113073849525223
AKT3	1.36249322058651e-06	0.217740361532674	0.344	0.098	0.0241011425789548
CCT4	3.77876090577086e-05	0.217217479814769	0.55	0.28	0.668425016621807
ZNF32	3.24835482050708e-07	0.217013892912316	0.272	0.045	0.00574601484199497
TAX1BP3	6.44772143705645e-05	0.216981908666993	0.477	0.235	1
CGNL1	8.62543020084106e-08	0.216951567415827	0.245	0.023	0.00152575234822677
EEF1G	3.12459993156559e-06	0.216818577337736	0.921	0.902	0.0552710481894637
ACBD6	3.04229577324859e-06	0.21633244970033	0.358	0.114	0.0538151699329943
RPS24	2.77088015258645e-13	0.216299624358686	1	1	4.90140990191017e-09
SEC62	0.000115090708772466	0.216025944035072	0.709	0.424	1
MORF4L1	0.000381159039061063	0.215978623491604	0.781	0.53	1
ZNHIT1	0.000277240997791741	0.215780865554074	0.669	0.394	1
SSR3	0.0001932409563679	0.215074448232347	0.57	0.318	1
ATP6V0C	0.000104109049102181	0.214918232562597	0.563	0.318	1
RPL27A	2.04619183750574e-05	0.214904236014179	0.881	0.742	0.36195087413639
RPL24	2.4126000148651e-12	0.214852026964955	0.993	1	4.26764816629487e-08
HDAC2	0.000109065628062627	0.214833394072344	0.444	0.227	1
KRT17	3.74057853243437e-06	0.214761513539721	0.185	0.015	0.0661670936602316
PCBP2	2.9734551176432e-06	0.214697481336134	0.881	0.788	0.0525974475759906
BTF3L4	2.02614485335638e-05	0.214075363111072	0.377	0.152	0.35840476311021
CALHM2	9.74375459528761e-06	0.213734597263989	0.311	0.091	0.172357275036043
ARMCX3	1.8829483349594e-05	0.213707478657357	0.437	0.182	0.333074730970968
YPEL3	5.55475280890577e-05	0.213446791079881	0.411	0.182	0.982580224367341
ZFP36L1	6.47434971296492e-05	0.213423054144273	0.861	0.811	1
ADI1	1.97072467914201e-05	0.213255830045428	0.464	0.205	0.348601488493431
BCLAF1	1.34936627375542e-05	0.213247102677632	0.47	0.205	0.238689400164596
SVIL	0.000240230368692884	0.212945204568284	0.417	0.205	1
BLCAP	1.0604640613374e-06	0.212848983573547	0.298	0.068	0.0187585487809972
CXXC5	3.6001452043688e-06	0.212551403561411	0.278	0.068	0.0636829685200797
TMED3	1.98564192441953e-05	0.212527022594243	0.417	0.174	0.351240200010571
RNH1	0.000191329607148492	0.212335726624735	0.563	0.333	1
YIPF3	4.69994123062304e-05	0.212259423195669	0.49	0.25	0.83137260428491
PDCD6	6.05529896485088e-05	0.212098507702992	0.47	0.242	1
UROD	1.89004917648257e-05	0.211716878895338	0.351	0.129	0.334330798828001
PLIN3	4.25004269228792e-05	0.211256056316393	0.417	0.189	0.75179005183881
C1orf123	1.77113217449919e-05	0.211221194350704	0.417	0.174	0.313295570347162
RTF1	9.10787264218215e-06	0.211183738222027	0.397	0.152	0.16110915916756
RTL8A	0.000178660733524703	0.210894241470769	0.49	0.273	1
CUTA	0.000297975290324546	0.210829238056819	0.656	0.432	1
CCNI	4.99063901260479e-06	0.210753390878927	0.887	0.871	0.0882794134939661
PAWR	3.45174213313953e-06	0.209831672311914	0.318	0.091	0.0610578665931052
LUC7L3	0.000355052630510413	0.20957975096881	0.464	0.258	1
HSBP1	0.000284134127587947	0.209535989087269	0.649	0.386	1
SEPT11	0.000406892535668247	0.209400748275385	0.563	0.326	1
HNRNPA0	6.52385836643795e-05	0.209294383660915	0.589	0.311	1
FGF7	2.8016444400415e-05	0.209242305560605	0.192	0.03	0.49558288499894
AK1	3.26635168785618e-05	0.209029376309072	0.272	0.083	0.57778495006488
CAMTA1	8.03058922872632e-05	0.208857399684064	0.49	0.258	1
EEF2	7.70253298546351e-07	0.208688825422713	0.974	0.97	0.0136250105979864
RPL4	5.2330585153285e-06	0.208208550404348	0.947	0.909	0.0925675720776458
EI24	4.10647544989858e-05	0.208070049472103	0.45	0.212	0.726394442332559
ATP5F1D	0.000372269512736755	0.208037216091365	0.735	0.5	1
CPQ	5.71185444160649e-05	0.207878663869448	0.397	0.174	1
SEMA5A	6.95414870974901e-06	0.207800392468809	0.351	0.114	0.12301193652675
ERI3	6.0357033362187e-06	0.207797765770731	0.318	0.098	0.106765556314373
CALCRL	9.42415716810463e-07	0.20771026840464	0.245	0.038	0.0166703916146603
METAP2	0.000115643135628031	0.207705910917888	0.49	0.258	1
SORBS2	2.12069030194992e-05	0.207620669603742	0.192	0.03	0.375128907511922
RPS20	0.000186620877994653	0.20683879158739	0.543	0.303	1
GLUL	0.00256452290904466	0.206718834268783	0.411	0.258	1
DKK3	0.000304425893201429	0.206185570778902	0.662	0.356	1
TNFRSF1A	0.000128882847380944	0.20537666909667	0.563	0.303	1
GTF2I	0.000171925705859627	0.205352015868603	0.51	0.273	1
CIR1	1.39118670097428e-05	0.205315173745285	0.351	0.129	0.246087015535341
TCF7L2	2.22757113608711e-05	0.205211597660975	0.265	0.076	0.39403505826245
FHL1	0.000326775070672339	0.204667437625595	0.49	0.25	1
WSB1	0.000509015324919339	0.204443760195163	0.503	0.311	1
AKR7A2	6.61297160213246e-05	0.2043791527748	0.411	0.182	1
TMEM109	0.000257317143683506	0.204258252725858	0.43	0.212	1
GCSH	2.02198545349017e-06	0.204245755049337	0.318	0.083	0.0357669006867877
POLR1D	0.000147554579067226	0.203997045850793	0.517	0.273	1
RPS17	0.000797483633587953	0.203924225061074	0.742	0.5	1
DDX17	0.00171996449658393	0.203900968671973	0.563	0.394	1
PRDX2	0.000232370235719209	0.203409052359382	0.603	0.341	1
PCM1	4.18341513995726e-05	0.203243368495062	0.437	0.197	0.74000430410704
RPL14	2.89621999437067e-12	0.20317570522787	0.993	0.992	5.12312354804228e-08
EFNB1	3.1159098249471e-07	0.202934822445308	0.245	0.03	0.00551173288934892
ASPH	4.08289443045425e-05	0.202824302249461	0.351	0.136	0.722223195803053
AKAP12	0.000209459290340409	0.202687389081342	0.503	0.265	1
FGL2	2.94892786356939e-07	0.202649487421219	0.199	0.008	0.00521635849786789
TGFB1	0.000890610789883431	0.202636730611939	0.358	0.189	1
SLC38A2	0.000180567157434882	0.202153634706242	0.47	0.235	1
PPP2CB	0.000131335388447711	0.202106020278368	0.358	0.159	1
ZKSCAN1	2.45504181941874e-05	0.201505963165063	0.351	0.129	0.434272347436981
IGBP1	6.0211396911093e-05	0.201392275581091	0.444	0.205	1
PRSS35	3.72812671623313e-08	0.201103500665126	0.205	0	0.000659468334834479
GSTM3	0.000138523065117795	0.200372475454014	0.377	0.167	1
SEPT10	2.84082507529783e-05	0.200141866056851	0.364	0.144	0.502513547569433
FAM3C	0.000245164348245051	0.200016725365901	0.404	0.205	1
SGK1	4.24342359340523e-05	0.199952687732621	0.238	0.061	0.750619199437452
SMAD2	1.68031275682581e-05	0.199452443431348	0.311	0.098	0.297230523554918
RPL3	1.38864310240163e-09	0.199396423200641	1	0.985	2.45637078383824e-05
NTAN1	1.6438524065334e-05	0.199264926273443	0.305	0.098	0.290781052191693
NDRG2	0.000157079691104782	0.199157772458779	0.358	0.152	1
GRHPR	6.80443795778724e-05	0.199069550125388	0.417	0.197	1
NFIB	0.000254416320385204	0.198993685355068	0.291	0.114	1
LAMTOR1	0.000380545305672694	0.198590671744595	0.536	0.311	1
MYLK	0.00151583607877687	0.198577818757412	0.603	0.371	1
GPX7	2.27836791618202e-05	0.198556123043111	0.397	0.159	0.403020500693437
VEGFA	0.000175024461705292	0.198193206198738	0.179	0.038	1
PIGC	3.95179099291935e-06	0.198004931935466	0.291	0.076	0.0699032308737504
SNHG9	7.109453716511e-05	0.197902123616964	0.318	0.114	1
DCTD	8.44327358517369e-05	0.197772870198206	0.364	0.159	1
HES1	0.000646214234564901	0.197604686433198	0.338	0.159	1
TMEM50B	6.97988645294339e-06	0.197570430579108	0.298	0.083	0.123467211466116
MVB12A	5.25760434515466e-05	0.197426013310577	0.411	0.182	0.930017632614407
OAZ2	0.000453113401084324	0.197038660612416	0.364	0.174	1
TMED2	0.00047202265707804	0.197013213830321	0.53	0.326	1
EIF2S2	0.000221529651064613	0.196963396443974	0.497	0.258	1
RPL10A	3.80567299425308e-06	0.196599065540971	0.98	0.977	0.0673185495953427
DAAM1	4.9003487177333e-06	0.196578857784333	0.252	0.053	0.0866822684679843
ABCA10	1.16086969639733e-06	0.196442218740285	0.199	0.015	0.0205346240595723
ZNF667-AS1	5.09894872373275e-06	0.196435072109018	0.278	0.068	0.0901953039741086
NME3	0.000232241098962066	0.196046822079353	0.523	0.288	1
HYI	1.94370533271623e-05	0.196039760911441	0.305	0.098	0.343822036304173
PMP22	0.000861829304638286	0.195963245905673	0.609	0.364	1
PHPT1	0.000930654893783621	0.195833449854499	0.642	0.409	1
GADD45B	0.00153858170398502	0.19579702544468	0.344	0.167	1
PLD3	0.000773527607054749	0.195659007972851	0.55	0.326	1
SVBP	4.19100123253487e-05	0.195592852535479	0.351	0.136	0.741346208023094
KDELR3	1.68601887061669e-05	0.195534293169439	0.285	0.083	0.298239878023385
